text,intent,action_type
xem report nhà ở tuần trước,action,REPORT
set income 10 triệu,action,SET_INCOME
xóa record cuối giúp mình,action,DELETE_LAST
tìm giao dịch giải trí,action,SEARCH
xem report giáo dục tháng này,action,REPORT_COMPARE
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
alert hạn mức cho giải trí,action,SET_ALERT
tắt chế độ tối,action,SETTING
check tiền đã xài 15-06-2026 đi,action,REPORT
xem report đi lại quý 1 năm nay,action,REPORT_GENERAL
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_GENERAL
tư vấn hạn mức cho mình,action,SUGGEST
đổi danh mục sang sức khỏe,action,EDIT
xóa record cuối giúp mình,action,DELETE
set tone hài hước,action,TONE
update record vừa nhập,action,EDIT
xem report giải trí cuối tuần,action,REPORT_GENERAL
tìm giao dịch giáo dục,action,SEARCH
đổi giọng sang dễ thương,action,SET_TONE
đổi giọng sang nghiêm túc,action,SET_TONE
đề xuất budget hợp lý đi,action,SUGGEST
xem report ăn uống tháng này,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
undo giao dịch cuối,action,DELETE_LAST
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_INCOME
cộng thêm 100k vào hạn mức,action,LIMIT
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
tìm record tháng này,action,SEARCH
tìm record 30 ngày qua,action,SEARCH_RECORD
set tone hài hước,action,SET_TONE
tìm record hôm nay,action,SEARCH
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
để dành 500k nha,action,GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
hủy hóa đơn mới nhất,action,DELETE_LAST
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
chuyển giao diện sáng,action,SETTING
set nickname Bin,action,SET_USERNAME
mục tiêu du lịch 100k trước hôm qua,action,SET_GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
thu nhập tháng này 100k,action,SET_INCOME
đặt hạn mức giải trí 2 triệu,action,SET_LIMIT
xem report ăn uống 01-01-2026,action,REPORT
update record vừa nhập,action,UPDATE_RECORD
sửa giao dịch cuối thành 100k,action,UPDATE_RECORD
bật dark mode,action,SETTING
cho t xem báo cáo thứ 6,action,REPORT
đặt hạn mức giáo dục 10 triệu,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH
xem report mua sắm chủ nhật,action,REPORT_COMPARE
cho t xem báo cáo 23-12-2025,action,REPORT_GENERAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
tạo mục tiêu tiết kiệm 100k,action,GOAL
tìm giao dịch sức khỏe,action,SEARCH_RECORD
mở cài đặt,action,SYSTEM_SETTING
cho t xem báo cáo 23-12-2025,action,REPORT_GENERAL
check tiền đã xài 7 ngày qua đi,action,REPORT_GENERAL
xóa record cuối giúp mình,action,DELETE_LAST
thống kê chi tiêu cuối tuần,action,REPORT_INCOME
tắt chế độ tối,action,SYSTEM_SETTING
cho t xem báo cáo tháng trước,action,REPORT
đặt hạn mức sức khỏe 2 triệu,action,SET_LIMIT
mở cài đặt,action,SYSTEM_SETTING
cho t xem báo cáo 7 ngày qua,action,REPORT_COMPARE
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
search hóa đơn trên 5 triệu,action,SEARCH_RECORD
thống kê chi tiêu 15-06-2026,action,REPORT_INCOME
đặt hạn mức đi lại 1 triệu,action,LIMIT
giảm limit còn 1 triệu,action,LIMIT
mục tiêu du lịch 200k trước 15-06-2026,action,SET_GOAL
cho t xem báo cáo quý 1 năm nay,action,REPORT_COMPARE
mục tiêu du lịch 1 triệu trước thứ 3,action,GOAL
tạo mục tiêu tiết kiệm 500k,action,SET_GOAL
từ giờ gọi t là Boss,action,SET_USERNAME
đề xuất budget hợp lý đi,action,SUGGEST
đổi danh mục sang giáo dục,action,EDIT
thu nhập tháng này 50k,action,SET_INCOME
cộng thêm 1 triệu vào hạn mức,action,SET_LIMIT
mở cài đặt,action,SETTING
cho t xem báo cáo 01-01-2026,action,REPORT_GENERAL
đổi giọng sang dễ thương,action,TONE
set limit giáo dục 1 triệu mỗi tháng,action,LIMIT
set tone hài hước,action,TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
cộng thêm 1 triệu vào hạn mức,action,SET_LIMIT
cộng thêm 5 triệu vào hạn mức,action,SET_LIMIT
chuyển style nói chuyện nhé,action,SET_TONE
xóa giao dịch vừa nhập,action,DELETE_LAST
mục tiêu du lịch 500k trước tháng 12 năm ngoái,action,SET_GOAL
mở cài đặt,action,SETTING
thống kê chi tiêu năm nay,action,REPORT_GENERAL
tìm giao dịch giáo dục,action,SEARCH_RECORD
set limit sức khỏe 500k mỗi tháng,action,SET_LIMIT
hủy hóa đơn mới nhất,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST
xem report đi lại cuối tuần,action,REPORT_GENERAL
check tiền đã xài quý 1 năm nay đi,action,REPORT_GENERAL
tắt chế độ tối,action,SYSTEM_SETTING
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
xóa record cuối giúp mình,action,DELETE
nhắc mình khi vượt ngân sách,action,SET_ALERT
bật dark mode,action,SETTING
bật dark mode,action,SYSTEM_SETTING
tư vấn hạn mức cho mình,action,SUGGEST
tìm record tuần này,action,SEARCH
xem report đi lại năm nay,action,REPORT
thu nhập tháng này 2 triệu,action,SET_INCOME
update record vừa nhập,action,EDIT
undo giao dịch cuối,action,DELETE
tắt thông báo chi tiêu,action,SET_ALERT
đổi tên thành Khang,action,SET_USERNAME
xem report giải trí hôm nay,action,REPORT
xóa giao dịch vừa nhập,action,DELETE_LAST
undo giao dịch cuối,action,DELETE_LAST
mỗi tháng mình kiếm 500k,action,SET_INCOME
cho t xem báo cáo năm ngoái,action,REPORT_GENERAL
tìm record tuần này,action,SEARCH
set income 500k,action,SET_INCOME
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
chỉnh lại ghi chú nha,action,EDIT
mục tiêu du lịch 1 triệu trước năm ngoái,action,SET_GOAL
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
gọi mình là Khang nhé,action,SET_USERNAME
cho t xem báo cáo thứ 3,action,REPORT
check tiền đã xài 15-06-2026 đi,action,REPORT
tìm giao dịch giáo dục,action,SEARCH
search hóa đơn trên 50k,action,SEARCH
xem report đi lại tuần trước,action,REPORT_GENERAL
tắt chế độ tối,action,SETTING
để dành 5 triệu nha,action,GOAL
cho t xem báo cáo cuối tuần,action,REPORT_GENERAL
đặt hạn mức ăn uống 10 triệu,action,LIMIT
bật dark mode,action,SYSTEM_SETTING
để dành 5 triệu nha,action,SET_GOAL
check tiền đã xài thứ 3 đi,action,REPORT
mục tiêu du lịch 5 triệu trước thứ 6,action,GOAL
undo giao dịch cuối,action,DELETE
set limit sức khỏe 2 triệu mỗi tháng,action,LIMIT
đặt hạn mức giáo dục 50k,action,LIMIT
mục tiêu du lịch 5 triệu trước thứ 2,action,GOAL
tạo mục tiêu tiết kiệm 200k,action,GOAL
xóa record cuối giúp mình,action,DELETE_LAST
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
đổi danh mục sang giải trí,action,UPDATE_RECORD
tìm giao dịch nhà ở,action,SEARCH
cộng thêm 100k vào hạn mức,action,LIMIT
chuyển giao diện sáng,action,SYSTEM_SETTING
đổi giọng sang châm chọc,action,TONE
tìm record năm ngoái,action,SEARCH_RECORD
xem report sức khỏe tháng 12 năm ngoái,action,REPORT_COMPARE
bật dark mode,action,SYSTEM_SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
set limit nhà ở 50k mỗi tháng,action,LIMIT
cộng thêm 100k vào hạn mức,action,LIMIT
xóa giao dịch vừa nhập,action,DELETE
đổi giọng sang nghiêm túc,action,SET_TONE
thu nhập tháng này 100k,action,SET_INCOME
đặt hạn mức mua sắm 10 triệu,action,SET_LIMIT
giảm limit còn 1 triệu,action,SET_LIMIT
nói chuyện hài hước hơn đi,action,TONE
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
sửa giao dịch cuối thành 1 triệu,action,EDIT
đổi danh mục sang ăn uống,action,EDIT
cho t xem báo cáo chủ nhật,action,REPORT
alert hạn mức cho ăn uống,action,SET_ALERT
xóa giao dịch vừa nhập,action,DELETE
gọi mình là Boss nhé,action,SET_USERNAME
đặt hạn mức đi lại 500k,action,SET_LIMIT
xóa giao dịch vừa nhập,action,DELETE_LAST
bật dark mode,action,SYSTEM_SETTING
cho t xem báo cáo thứ 2,action,REPORT
alert hạn mức cho đi lại,action,SET_ALERT
đặt hạn mức ăn uống 100k,action,LIMIT
undo giao dịch cuối,action,DELETE
đặt hạn mức mua sắm 2 triệu,action,SET_LIMIT
cho t xem báo cáo tháng này,action,REPORT_COMPARE
chuyển giao diện sáng,action,SETTING
giảm limit còn 500k,action,LIMIT
đặt hạn mức giải trí 100k,action,LIMIT
tắt thông báo chi tiêu,action,SET_ALERT
mở cài đặt,action,SYSTEM_SETTING
search hóa đơn trên 500k,action,SEARCH
set tone hài hước,action,TONE
search hóa đơn trên 5 triệu,action,SEARCH
hủy hóa đơn mới nhất,action,DELETE_LAST
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
update record vừa nhập,action,UPDATE_RECORD
thống kê chi tiêu hôm qua,action,REPORT
set limit mua sắm 50k mỗi tháng,action,SET_LIMIT
đổi tên thành Khang,action,SET_USERNAME
set limit giải trí 1 triệu mỗi tháng,action,LIMIT
check tiền đã xài tháng trước đi,action,REPORT_GENERAL
save goal mua laptop 100k,action,SET_GOAL
lương của mình là 200k,action,SET_INCOME
sửa giao dịch cuối thành 10 triệu,action,EDIT
xem report ăn uống tuần này,action,REPORT_GENERAL
hủy hóa đơn mới nhất,action,DELETE
chuyển style nói chuyện nhé,action,SET_TONE
thu nhập tháng này 2 triệu,action,SET_INCOME
tạo mục tiêu tiết kiệm 5 triệu,action,GOAL
xóa giao dịch vừa nhập,action,DELETE
hủy hóa đơn mới nhất,action,DELETE
từ giờ gọi t là Boss,action,SET_USERNAME
bật cảnh báo sức khỏe,action,SET_ALERT
đổi danh mục sang đi lại,action,EDIT
giảm limit còn 100k,action,SET_LIMIT
mục tiêu du lịch 5 triệu trước tháng này,action,GOAL
hủy hóa đơn mới nhất,action,DELETE_LAST
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
cho t xem báo cáo chủ nhật,action,REPORT_GENERAL
tắt chế độ tối,action,SETTING
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
đổi danh mục sang nhà ở,action,EDIT
nói chuyện nghiêm túc hơn đi,action,TONE
cộng thêm 200k vào hạn mức,action,LIMIT
chuyển giao diện sáng,action,SYSTEM_SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST
lương của mình là 200k,action,SET_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
set tone hài hước,action,TONE
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_GENERAL
sửa giao dịch cuối thành 500k,action,EDIT
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
check tiền đã xài thứ 6 đi,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 2 triệu,action,GOAL
tìm record tuần này,action,SEARCH
để dành 1 triệu nha,action,SET_GOAL
xem report mua sắm thứ 3,action,REPORT
set limit mua sắm 1 triệu mỗi tháng,action,SET_LIMIT
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
search hóa đơn trên 50k,action,SEARCH_RECORD
search hóa đơn trên 500k,action,SEARCH
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_INCOME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cộng thêm 500k vào hạn mức,action,SET_LIMIT
save goal mua laptop 10 triệu,action,GOAL
check tiền đã xài cuối tuần đi,action,REPORT
xem report sức khỏe thứ 6,action,REPORT_INCOME
set limit nhà ở 50k mỗi tháng,action,SET_LIMIT
để dành 200k nha,action,GOAL
update record vừa nhập,action,UPDATE_RECORD
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
đặt hạn mức mua sắm 200k,action,LIMIT
xem report mua sắm 7 ngày qua,action,REPORT_GENERAL
tìm record thứ 2,action,SEARCH
đặt hạn mức giải trí 5 triệu,action,SET_LIMIT
cộng thêm 50k vào hạn mức,action,LIMIT
update record vừa nhập,action,EDIT
set income 200k,action,SET_INCOME
cho t xem báo cáo chủ nhật,action,REPORT_INCOME
save goal mua laptop 2 triệu,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE
chỉnh lại ghi chú nha,action,UPDATE_RECORD
cộng thêm 200k vào hạn mức,action,SET_LIMIT
nói chuyện dễ thương hơn đi,action,SET_TONE
cho t xem báo cáo quý 1 năm nay,action,REPORT_GENERAL
search hóa đơn trên 2 triệu,action,SEARCH
save goal mua laptop 10 triệu,action,SET_GOAL
gọi mình là Boss nhé,action,SET_USERNAME
update record vừa nhập,action,UPDATE_RECORD
sửa giao dịch cuối thành 200k,action,UPDATE_RECORD
chuyển giao diện sáng,action,SETTING
đổi giọng sang châm chọc,action,SET_TONE
tắt thông báo chi tiêu,action,SET_ALERT
cho t xem báo cáo thứ 3,action,REPORT_GENERAL
kiếm giúp khoản trà sữa,action,SEARCH
tìm giao dịch nhà ở,action,SEARCH
chuyển giao diện sáng,action,SETTING
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
chuyển giao diện sáng,action,SYSTEM_SETTING
set tone dễ thương,action,SET_TONE
update record vừa nhập,action,UPDATE_RECORD
cho t xem báo cáo 15-06-2026,action,REPORT_INCOME
cho t xem báo cáo tháng trước,action,REPORT
kiếm giúp khoản trà sữa,action,SEARCH
save goal mua laptop 50k,action,GOAL
set limit sức khỏe 200k mỗi tháng,action,SET_LIMIT
nói chuyện hài hước hơn đi,action,TONE
chuyển giao diện sáng,action,SYSTEM_SETTING
hủy hóa đơn mới nhất,action,DELETE_LAST
thống kê chi tiêu quý 1 năm nay,action,REPORT_INCOME
undo giao dịch cuối,action,DELETE_LAST
save goal mua laptop 200k,action,SET_GOAL
nói chuyện dặn dỗi hơn đi,action,SET_TONE
cho t xem báo cáo cuối tuần,action,REPORT_GENERAL
đề xuất budget hợp lý đi,action,SUGGEST
kiếm giúp khoản trà sữa,action,SEARCH
xóa record cuối giúp mình,action,DELETE
check tiền đã xài thứ 6 đi,action,REPORT_GENERAL
check tiền đã xài tháng này đi,action,REPORT_COMPARE
set tone hài hước,action,TONE
từ giờ gọi t là Khang,action,SET_USERNAME
mở cài đặt,action,SYSTEM_SETTING
undo giao dịch cuối,action,DELETE_LAST
search hóa đơn trên 1 triệu,action,SEARCH_RECORD
chuyển style nói chuyện nhé,action,SET_TONE
sửa giao dịch cuối thành 1 triệu,action,EDIT
đặt hạn mức giáo dục 200k,action,LIMIT
xem report nhà ở 30 ngày qua,action,REPORT_GENERAL
sửa giao dịch cuối thành 1 triệu,action,EDIT
đặt hạn mức giáo dục 200k,action,LIMIT
tìm record thứ 3,action,SEARCH_RECORD
cho t xem báo cáo 30 ngày qua,action,REPORT
tìm record tháng trước,action,SEARCH_RECORD
cho t xem báo cáo 30 ngày qua,action,REPORT
update record vừa nhập,action,UPDATE_RECORD
nói chuyện châm chọc hơn đi,action,TONE
tháng tới nên tiêu bao nhiêu,action,SUGGEST
mỗi tháng mình kiếm 2 triệu,action,SET_INCOME
tắt chế độ tối,action,SETTING
check tiền đã xài tháng này đi,action,REPORT_GENERAL
check tiền đã xài tháng này đi,action,REPORT_GENERAL
tắt chế độ tối,action,SYSTEM_SETTING
gợi ý ngân sách tháng sau,action,SUGGEST
bật dark mode,action,SETTING
cho t xem báo cáo tháng này,action,REPORT_GENERAL
đổi tên thành Bin,action,SET_USERNAME
đề xuất budget hợp lý đi,action,SUGGEST
mục tiêu du lịch 5 triệu trước năm ngoái,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE
chỉnh lại ghi chú nha,action,EDIT
xem report sức khỏe tháng này,action,REPORT_GENERAL
xem report sức khỏe thứ 6,action,REPORT_INCOME
đề xuất budget hợp lý đi,action,SUGGEST
xem report đi lại tuần trước,action,REPORT_COMPARE
để dành 2 triệu nha,action,SET_GOAL
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
undo giao dịch cuối,action,DELETE_LAST
search hóa đơn trên 1 triệu,action,SEARCH_RECORD
set income 50k,action,SET_INCOME
thống kê chi tiêu năm ngoái,action,REPORT_INCOME
nhắc mình khi vượt ngân sách,action,SET_ALERT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
set income 10 triệu,action,SET_INCOME
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
tư vấn hạn mức cho mình,action,SUGGEST
nói chuyện dễ thương hơn đi,action,SET_TONE
chuyển style nói chuyện nhé,action,SET_TONE
tư vấn hạn mức cho mình,action,SUGGEST
set tone nghiêm túc,action,SET_TONE
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
set tone dặn dỗi,action,SET_TONE
bật dark mode,action,SYSTEM_SETTING
alert hạn mức cho đi lại,action,SET_ALERT
set tone dễ thương,action,SET_TONE
sửa giao dịch cuối thành 100k,action,EDIT
chuyển giao diện sáng,action,SYSTEM_SETTING
chỉnh lại ghi chú nha,action,UPDATE_RECORD
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
từ giờ gọi t là Boss,action,SET_USERNAME
để dành 5 triệu nha,action,SET_GOAL
bật dark mode,action,SETTING
giảm limit còn 100k,action,SET_LIMIT
chuyển giao diện sáng,action,SETTING
tìm record năm nay,action,SEARCH_RECORD
nói chuyện nghiêm túc hơn đi,action,SET_TONE
xem report mua sắm tuần này,action,REPORT
mục tiêu du lịch 50k trước hôm qua,action,SET_GOAL
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
